,accuracy,loss,val_accuracy,val_loss
0,0.5087316036224365,0.9830248355865479,0.5136218070983887,0.7355059385299683
1,0.5218043327331543,0.9142488837242126,0.5116186141967773,0.7700316309928894
2,0.5546875,0.8740812540054321,0.49639421701431274,1.011579155921936
3,0.5192662477493286,0.9258021116256714,0.5084134340286255,0.9124762415885925
4,0.5150505304336548,0.9310317039489746,0.49839743971824646,1.0777908563613892
5,0.53125,1.0382952690124512,0.5568910241127014,0.712257444858551
6,0.5256204009056091,0.9106523990631104,0.5016025900840759,0.964429497718811
7,0.5361098051071167,0.908478319644928,0.49399039149284363,1.1626726388931274
8,0.5390625,0.8503284454345703,0.5036057829856873,0.9434298276901245
9,0.5318244695663452,0.9087796807289124,0.5877403616905212,0.6739609837532043
10,0.5391093492507935,0.9036530256271362,0.551682710647583,0.7484619617462158
11,0.46875,1.0003283023834229,0.49358972907066345,1.3914926052093506
12,0.5337775945663452,0.9150827527046204,0.5028044581413269,1.2238985300064087
13,0.5346100330352783,0.9024795293807983,0.5008012652397156,1.1741799116134644
14,0.4921875,1.2213597297668457,0.5348557829856873,0.7959345579147339
